order_code,order_time,customer_code,employee_code,amount_due,amount_paid,status
DH000288,2026-05-05 19:22:41,CUST-0320,EMP-024,0.0,1085000.0,Hoàn thành
DH000289,2026-06-15 17:13:46,CUST-0110,EMP-025,0.0,770000.0,Hoàn thành
DH000290,2026-04-04 04:19:25,CUST-0024,EMP-005,274000.0,0.0,Đã hủy
DH000291,2026-07-18 03:44:03,CUST-0036,EMP-015,595000.0,595000.0,Đang xử lý
DH000292,2026-05-07 14:56:26,CUST-0225,EMP-009,0.0,1207000.0,Hoàn thành
DH000293,2026-04-14 15:13:13,CUST-0272,EMP-002,610500.0,610500.0,Đang xử lý
DH000294,2026-03-09 09:35:28,CUST-0302,EMP-018,973000.0,973000.0,Đang xử lý
DH000295,2026-06-30 06:03:05,CUST-0091,EMP-011,0.0,2234000.0,Hoàn thành
DH000296,2026-02-04 01:53:36,CUST-0071,EMP-018,1061000.0,1061000.0,Đang xử lý
DH000297,2026-04-05 19:03:22,CUST-0026,EMP-013,2691000.0,0.0,Đã hủy
DH000298,2026-03-02 08:37:14,CUST-0106,EMP-019,0.0,2212000.0,Hoàn thành
DH000299,2026-05-27 23:55:55,CUST-0022,EMP-016,601000.0,601000.0,Đang xử lý
DH000300,2026-04-25 17:10:38,CUST-0043,EMP-004,418000.0,0.0,Đã hủy
DH000301,2026-07-01 06:28:07,CUST-0073,EMP-011,591500.0,591500.0,Đang xử lý
DH000302,2026-04-14 17:30:36,CUST-0325,EMP-001,371000.0,371000.0,Đang xử lý
DH000303,2026-03-01 06:18:34,CUST-0043,EMP-022,0.0,365000.0,Hoàn thành
DH000304,2026-07-19 20:20:58,CUST-0094,EMP-015,884500.0,884500.0,Đang xử lý
DH000305,2026-03-28 21:51:12,CUST-0026,EMP-003,0.0,1758000.0,Hoàn thành
DH000306,2026-06-08 03:39:58,CUST-0336,EMP-022,689500.0,689500.0,Đang xử lý
DH000307,2026-02-03 09:05:01,CUST-0225,EMP-010,786000.0,0.0,Đã hủy
DH000308,2026-04-25 21:49:06,CUST-0098,EMP-005,0.0,1719000.0,Hoàn thành
DH000309,2026-06-20 16:44:08,CUST-0119,EMP-022,0.0,802000.0,Hoàn thành
DH000310,2026-05-26 15:45:36,CUST-0148,EMP-022,0.0,900000.0,Hoàn thành
DH000311,2026-01-26 10:50:27,CUST-0297,EMP-004,175500.0,175500.0,Đang xử lý
DH000312,2026-05-24 14:59:05,CUST-0024,EMP-017,240000.0,240000.0,Đang xử lý
DH000313,2026-07-21 13:04:57,CUST-0321,EMP-020,0.0,1250000.0,Hoàn thành
DH000314,2026-07-18 01:25:39,CUST-0316,EMP-020,0.0,2400000.0,Hoàn thành
DH000315,2026-04-06 00:50:04,CUST-0076,EMP-002,133000.0,0.0,Đã hủy
DH000316,2026-05-16 10:24:39,CUST-0209,EMP-016,0.0,1176000.0,Hoàn thành
DH000317,2026-06-14 02:54:10,CUST-0280,EMP-013,1217000.0,0.0,Đã hủy
DH000318,2026-06-09 16:55:25,CUST-0257,EMP-009,0.0,2107000.0,Hoàn thành
DH000319,2026-04-08 16:19:14,CUST-0298,EMP-023,0.0,894000.0,Hoàn thành
DH000320,2026-04-09 01:40:48,CUST-0252,EMP-015,0.0,936000.0,Hoàn thành
DH000321,2026-07-05 17:39:39,CUST-0325,EMP-012,0.0,515000.0,Hoàn thành
DH000322,2026-03-16 09:42:37,CUST-0195,EMP-011,0.0,1017000.0,Hoàn thành
DH000323,2026-03-02 13:16:18,CUST-0276,EMP-009,0.0,1450000.0,Hoàn thành
DH000324,2026-07-11 02:08:34,CUST-0158,EMP-011,0.0,401000.0,Hoàn thành
DH000325,2026-05-30 18:08:28,CUST-0293,EMP-002,2104000.0,0.0,Đã hủy
DH000326,2026-02-24 06:43:36,CUST-0125,EMP-001,0.0,490000.0,Hoàn thành
DH000327,2026-06-29 03:50:36,CUST-0228,EMP-008,0.0,2544000.0,Hoàn thành
DH000328,2026-06-28 06:17:40,CUST-0289,EMP-018,849000.0,0.0,Đã hủy
DH000329,2026-06-17 23:15:38,CUST-0088,EMP-019,453000.0,0.0,Đã hủy
DH000330,2026-06-05 04:05:48,CUST-0124,EMP-014,0.0,615000.0,Hoàn thành
DH000331,2026-04-04 13:18:34,CUST-0235,EMP-012,0.0,562000.0,Hoàn thành
DH000332,2026-06-09 19:19:23,CUST-0238,EMP-001,0.0,794000.0,Hoàn thành
DH000333,2026-06-30 10:29:03,CUST-0059,EMP-003,237500.0,237500.0,Đang xử lý
DH000334,2026-04-19 15:32:19,CUST-0093,EMP-007,0.0,284000.0,Hoàn thành
DH000335,2026-07-20 23:19:15,CUST-0035,EMP-012,0.0,1753000.0,Hoàn thành
DH000336,2026-06-24 22:21:40,CUST-0223,EMP-004,0.0,2037000.0,Hoàn thành
DH000337,2026-05-16 08:27:22,CUST-0302,EMP-011,1366000.0,0.0,Đã hủy
DH000338,2026-06-24 23:52:17,CUST-0026,EMP-025,163000.0,163000.0,Đang xử lý
DH000339,2026-04-08 18:30:24,CUST-0035,EMP-018,0.0,2055000.0,Hoàn thành
DH000340,2026-06-02 12:20:37,CUST-0160,EMP-002,0.0,1784000.0,Hoàn thành
DH000341,2026-05-12 21:37:03,CUST-0028,EMP-006,0.0,728000.0,Hoàn thành
DH000342,2026-02-12 02:07:17,CUST-0031,EMP-009,384000.0,384000.0,Đang xử lý
DH000343,2026-02-16 04:06:30,CUST-0269,EMP-024,0.0,807000.0,Hoàn thành
DH000344,2026-06-17 17:32:26,CUST-0345,EMP-005,0.0,133000.0,Hoàn thành
DH000345,2026-06-13 14:09:29,CUST-0026,EMP-009,0.0,633000.0,Hoàn thành
DH000346,2026-04-21 02:17:37,CUST-0067,EMP-023,851000.0,0.0,Đã hủy
DH000347,2026-06-14 06:16:28,CUST-0125,EMP-012,0.0,270000.0,Hoàn thành
DH000348,2026-04-17 00:31:44,CUST-0258,EMP-003,675000.0,675000.0,Đang xử lý
DH000349,2026-01-26 10:17:21,CUST-0203,EMP-007,0.0,1616000.0,Hoàn thành
DH000350,2026-04-04 23:15:47,CUST-0234,EMP-015,1170000.0,0.0,Đã hủy
DH000351,2026-02-26 07:20:41,CUST-0012,EMP-021,0.0,1504000.0,Hoàn thành
DH000352,2026-07-12 20:54:49,CUST-0153,EMP-013,0.0,503000.0,Hoàn thành
DH000353,2026-03-18 01:38:04,CUST-0062,EMP-001,0.0,2016000.0,Hoàn thành
DH000354,2026-05-16 01:31:52,CUST-0084,EMP-005,0.0,440000.0,Hoàn thành
DH000355,2026-05-03 04:04:33,CUST-0250,EMP-001,0.0,1554000.0,Hoàn thành
DH000356,2026-06-21 02:44:26,CUST-0202,EMP-015,0.0,1087000.0,Hoàn thành
DH000357,2026-05-05 07:36:32,CUST-0044,EMP-019,1504000.0,0.0,Đã hủy
DH000358,2026-06-02 06:08:53,CUST-0131,EMP-010,0.0,677000.0,Hoàn thành
DH000359,2026-03-03 11:36:52,CUST-0310,EMP-025,0.0,2147000.0,Hoàn thành
DH000360,2026-02-20 00:14:27,CUST-0233,EMP-007,0.0,769000.0,Hoàn thành
DH000361,2026-03-16 12:36:42,CUST-0152,EMP-005,0.0,1718000.0,Hoàn thành
DH000362,2026-02-24 05:58:31,CUST-0137,EMP-022,0.0,1294000.0,Hoàn thành
DH000363,2026-02-23 12:19:41,CUST-0319,EMP-014,0.0,1672000.0,Hoàn thành
DH000364,2026-05-14 13:15:27,CUST-0113,EMP-007,307500.0,307500.0,Đang xử lý
DH000365,2026-03-03 02:44:03,CUST-0145,EMP-015,583500.0,583500.0,Đang xử lý
DH000366,2026-07-03 04:07:04,CUST-0134,EMP-007,0.0,1810000.0,Hoàn thành
DH000367,2026-06-14 10:32:30,CUST-0015,EMP-012,1266000.0,1266000.0,Đang xử lý
DH000368,2026-06-29 10:46:36,CUST-0256,EMP-011,2120000.0,0.0,Đã hủy
DH000369,2026-03-13 10:59:28,CUST-0103,EMP-012,842000.0,0.0,Đã hủy
DH000370,2026-05-21 08:05:50,CUST-0198,EMP-024,275000.0,0.0,Đã hủy
DH000371,2026-02-10 05:22:24,CUST-0144,EMP-005,0.0,617000.0,Hoàn thành
DH000372,2026-07-24 13:01:06,CUST-0294,EMP-011,802000.0,802000.0,Đang xử lý
DH000373,2026-05-17 15:52:26,CUST-0166,EMP-012,943000.0,0.0,Đã hủy
DH000374,2026-01-28 11:58:13,CUST-0058,EMP-008,1278000.0,0.0,Đã hủy
DH000375,2026-04-10 14:09:57,CUST-0137,EMP-006,0.0,1627000.0,Hoàn thành
DH000376,2026-04-16 13:00:21,CUST-0127,EMP-006,0.0,829000.0,Hoàn thành
DH000377,2026-05-15 21:15:13,CUST-0029,EMP-015,420000.0,0.0,Đã hủy
DH000378,2026-07-21 01:54:43,CUST-0116,EMP-004,0.0,415000.0,Hoàn thành
DH000379,2026-07-04 11:24:45,CUST-0254,EMP-017,211500.0,211500.0,Đang xử lý
DH000380,2026-06-16 14:22:18,CUST-0041,EMP-012,868000.0,0.0,Đã hủy
DH000381,2026-03-07 11:23:16,CUST-0163,EMP-006,763000.0,763000.0,Đang xử lý
DH000382,2026-07-08 18:49:29,CUST-0133,EMP-009,584000.0,0.0,Đã hủy
DH000383,2026-02-26 15:16:28,CUST-0100,EMP-021,0.0,2121000.0,Hoàn thành
DH000384,2026-04-23 19:48:59,CUST-0228,EMP-015,0.0,1674000.0,Hoàn thành
DH000385,2026-01-26 12:42:36,CUST-0100,EMP-015,0.0,1261000.0,Hoàn thành
DH000386,2026-05-10 03:29:16,CUST-0079,EMP-015,0.0,1386000.0,Hoàn thành
DH000387,2026-05-06 16:13:35,CUST-0167,EMP-021,0.0,419000.0,Hoàn thành
DH000388,2026-03-01 11:13:32,CUST-0248,EMP-022,0.0,172000.0,Hoàn thành
DH000389,2026-06-03 12:37:52,CUST-0164,EMP-015,0.0,472000.0,Hoàn thành
DH000390,2026-03-10 21:22:53,CUST-0310,EMP-010,0.0,786000.0,Hoàn thành
DH000391,2026-06-09 15:42:36,CUST-0271,EMP-021,0.0,649000.0,Hoàn thành
DH000392,2026-04-09 06:50:12,CUST-0063,EMP-007,752000.0,752000.0,Đang xử lý
DH000393,2026-05-31 02:10:37,CUST-0014,EMP-020,0.0,2774000.0,Hoàn thành
DH000394,2026-04-08 09:36:40,CUST-0066,EMP-024,603500.0,603500.0,Đang xử lý
DH000395,2026-06-09 11:30:10,CUST-0078,EMP-021,475000.0,0.0,Đã hủy
DH000396,2026-05-23 21:58:12,CUST-0268,EMP-020,0.0,264000.0,Hoàn thành
DH000397,2026-06-09 12:45:02,CUST-0243,EMP-023,0.0,645000.0,Hoàn thành
DH000398,2026-05-04 08:55:02,CUST-0219,EMP-003,205000.0,205000.0,Đang xử lý
DH000399,2026-05-12 21:44:40,CUST-0047,EMP-002,230000.0,0.0,Đã hủy
DH000400,2026-05-02 12:54:56,CUST-0200,EMP-020,0.0,1008000.0,Hoàn thành
DH000401,2026-05-01 06:53:38,CUST-0051,EMP-001,0.0,201000.0,Hoàn thành
DH000402,2026-07-09 00:19:30,CUST-0182,EMP-021,0.0,1923000.0,Hoàn thành
DH000403,2026-04-20 06:53:02,CUST-0342,EMP-021,1110500.0,1110500.0,Đang xử lý
DH000404,2026-06-21 05:34:39,CUST-0167,EMP-015,211500.0,211500.0,Đang xử lý
DH000405,2026-02-24 12:46:57,CUST-0111,EMP-023,0.0,434000.0,Hoàn thành
DH000406,2026-06-21 08:30:43,CUST-0325,EMP-004,357000.0,357000.0,Đang xử lý
DH000407,2026-04-04 13:22:59,CUST-0092,EMP-024,226000.0,0.0,Đã hủy
DH000408,2026-03-07 20:28:03,CUST-0317,EMP-011,708000.0,708000.0,Đang xử lý
DH000409,2026-02-17 03:34:08,CUST-0035,EMP-021,0.0,950000.0,Hoàn thành
DH000410,2026-01-27 02:15:38,CUST-0054,EMP-008,2314000.0,0.0,Đã hủy
DH000411,2026-07-17 09:27:02,CUST-0077,EMP-001,0.0,458000.0,Hoàn thành
DH000412,2026-06-03 05:46:56,CUST-0090,EMP-013,0.0,2066000.0,Hoàn thành
DH000413,2026-04-10 20:16:21,CUST-0337,EMP-012,0.0,912000.0,Hoàn thành
DH000414,2026-03-15 16:34:31,CUST-0186,EMP-011,0.0,510000.0,Hoàn thành
DH000415,2026-04-19 00:01:10,CUST-0189,EMP-003,240000.0,240000.0,Đang xử lý
DH000416,2026-03-19 14:40:38,CUST-0169,EMP-014,0.0,2095000.0,Hoàn thành
DH000417,2026-05-02 07:24:08,CUST-0231,EMP-018,432000.0,432000.0,Đang xử lý
DH000418,2026-01-29 09:28:21,CUST-0001,EMP-005,137500.0,137500.0,Đang xử lý
DH000419,2026-02-08 16:17:11,CUST-0342,EMP-001,494000.0,0.0,Đã hủy
DH000420,2026-02-09 02:24:14,CUST-0077,EMP-010,0.0,2848000.0,Hoàn thành
DH000421,2026-05-31 13:19:11,CUST-0273,EMP-019,482000.0,0.0,Đã hủy
DH000422,2026-04-18 15:49:59,CUST-0038,EMP-006,681000.0,0.0,Đã hủy
DH000423,2026-04-11 11:35:30,CUST-0225,EMP-021,0.0,1836000.0,Hoàn thành
DH000424,2026-07-08 02:36:00,CUST-0181,EMP-008,0.0,1305000.0,Hoàn thành
DH000425,2026-05-28 04:41:28,CUST-0309,EMP-003,1048000.0,0.0,Đã hủy
DH000426,2026-02-19 01:56:02,CUST-0094,EMP-008,0.0,112000.0,Hoàn thành
DH000427,2026-04-04 05:09:09,CUST-0301,EMP-003,0.0,2154000.0,Hoàn thành
DH000428,2026-05-30 03:50:50,CUST-0145,EMP-019,773000.0,0.0,Đã hủy
DH000429,2026-05-14 20:30:45,CUST-0072,EMP-014,1780000.0,0.0,Đã hủy
DH000430,2026-05-17 00:23:53,CUST-0206,EMP-010,1988000.0,0.0,Đã hủy
DH000431,2026-04-18 17:04:55,CUST-0198,EMP-012,0.0,1225000.0,Hoàn thành
DH000432,2026-04-04 09:57:18,CUST-0209,EMP-008,682500.0,682500.0,Đang xử lý
DH000433,2026-05-25 13:44:45,CUST-0290,EMP-014,0.0,1414000.0,Hoàn thành
DH000434,2026-06-10 00:10:51,CUST-0071,EMP-019,535000.0,0.0,Đã hủy
DH000435,2026-04-07 21:38:50,CUST-0026,EMP-023,2038000.0,0.0,Đã hủy
DH000436,2026-04-25 17:03:02,CUST-0271,EMP-006,1413000.0,0.0,Đã hủy
DH000437,2026-07-22 18:28:45,CUST-0315,EMP-010,1418000.0,1418000.0,Đang xử lý
DH000438,2026-03-31 00:39:04,CUST-0127,EMP-010,880000.0,880000.0,Đang xử lý
DH000439,2026-05-24 16:54:18,CUST-0038,EMP-010,0.0,909000.0,Hoàn thành
DH000440,2026-05-18 04:00:13,CUST-0133,EMP-009,1924000.0,0.0,Đã hủy
DH000441,2026-05-07 23:21:36,CUST-0136,EMP-001,0.0,475000.0,Hoàn thành
DH000442,2026-05-03 01:21:33,CUST-0304,EMP-011,830000.0,0.0,Đã hủy
DH000443,2026-06-04 18:38:34,CUST-0112,EMP-019,139000.0,139000.0,Đang xử lý
DH000444,2026-07-18 12:11:23,CUST-0054,EMP-001,432000.0,0.0,Đã hủy
DH000445,2026-06-22 18:32:37,CUST-0059,EMP-016,0.0,1371000.0,Hoàn thành
DH000446,2026-06-12 16:32:24,CUST-0147,EMP-021,648000.0,0.0,Đã hủy
DH000447,2026-01-27 20:11:32,CUST-0020,EMP-008,0.0,1024000.0,Hoàn thành
DH000448,2026-02-23 16:20:56,CUST-0196,EMP-003,0.0,1756000.0,Hoàn thành
DH000449,2026-02-17 03:50:28,CUST-0070,EMP-025,0.0,3716000.0,Hoàn thành
DH000450,2026-05-18 22:47:21,CUST-0098,EMP-011,868000.0,868000.0,Đang xử lý
DH000451,2026-03-09 06:39:43,CUST-0294,EMP-020,0.0,1634000.0,Hoàn thành
DH000452,2026-03-30 09:57:50,CUST-0133,EMP-023,850000.0,0.0,Đã hủy
DH000453,2026-04-07 21:45:47,CUST-0278,EMP-018,0.0,228000.0,Hoàn thành
DH000454,2026-02-25 11:10:33,CUST-0098,EMP-014,0.0,633000.0,Hoàn thành
DH000455,2026-04-24 17:02:05,CUST-0100,EMP-010,385000.0,385000.0,Đang xử lý
DH000456,2026-02-15 19:08:17,CUST-0107,EMP-021,0.0,1032000.0,Hoàn thành
DH000457,2026-06-09 11:08:12,CUST-0259,EMP-024,1043000.0,0.0,Đã hủy
DH000458,2026-05-18 23:47:52,CUST-0196,EMP-025,0.0,615000.0,Hoàn thành
DH000459,2026-04-30 11:48:07,CUST-0332,EMP-022,1209000.0,0.0,Đã hủy
DH000460,2026-03-07 05:26:30,CUST-0020,EMP-010,95000.0,95000.0,Đang xử lý
DH000461,2026-02-03 23:33:27,CUST-0275,EMP-012,0.0,806000.0,Hoàn thành
DH000462,2026-04-01 13:37:15,CUST-0217,EMP-013,0.0,881000.0,Hoàn thành
DH000463,2026-05-06 21:40:44,CUST-0103,EMP-005,0.0,1161000.0,Hoàn thành
DH000464,2026-05-17 06:05:19,CUST-0170,EMP-013,0.0,339000.0,Hoàn thành
DH000465,2026-03-09 11:35:45,CUST-0118,EMP-001,0.0,2005000.0,Hoàn thành
DH000466,2026-07-19 19:21:20,CUST-0063,EMP-022,1340000.0,0.0,Đã hủy
DH000467,2026-06-25 12:49:22,CUST-0219,EMP-005,1698000.0,0.0,Đã hủy
DH000468,2026-05-30 11:38:06,CUST-0089,EMP-009,216000.0,216000.0,Đang xử lý
DH000469,2026-06-17 12:51:56,CUST-0089,EMP-008,271000.0,271000.0,Đang xử lý
DH000470,2026-07-23 02:33:48,CUST-0139,EMP-023,0.0,170000.0,Hoàn thành
DH000471,2026-06-30 03:02:10,CUST-0235,EMP-003,0.0,177000.0,Hoàn thành
DH000472,2026-06-29 15:26:58,CUST-0084,EMP-022,0.0,1857000.0,Hoàn thành
DH000473,2026-04-16 04:17:45,CUST-0225,EMP-024,1680500.0,1680500.0,Đang xử lý
DH000474,2026-04-16 05:50:49,CUST-0165,EMP-009,0.0,1533000.0,Hoàn thành
DH000475,2026-05-30 02:36:42,CUST-0198,EMP-012,0.0,1871000.0,Hoàn thành
DH000476,2026-07-14 05:37:57,CUST-0174,EMP-017,0.0,380000.0,Hoàn thành
DH000477,2026-06-30 17:31:39,CUST-0307,EMP-002,594000.0,594000.0,Đang xử lý
DH000478,2026-06-18 11:08:55,CUST-0260,EMP-024,0.0,472000.0,Hoàn thành
DH000479,2026-04-23 12:22:28,CUST-0322,EMP-007,0.0,387000.0,Hoàn thành
DH000480,2026-02-04 00:33:28,CUST-0044,EMP-003,0.0,1469000.0,Hoàn thành
DH000481,2026-06-04 21:26:50,CUST-0315,EMP-002,0.0,2528000.0,Hoàn thành
DH000482,2026-03-10 15:54:39,CUST-0019,EMP-021,0.0,2134000.0,Hoàn thành
DH000483,2026-03-28 16:24:34,CUST-0092,EMP-020,0.0,1466000.0,Hoàn thành
DH000484,2026-06-20 04:48:55,CUST-0253,EMP-013,475000.0,475000.0,Đang xử lý
DH000485,2026-01-30 00:52:11,CUST-0094,EMP-006,518000.0,518000.0,Đang xử lý
DH000486,2026-06-06 17:48:08,CUST-0091,EMP-013,973500.0,973500.0,Đang xử lý
DH000487,2026-05-10 15:27:29,CUST-0001,EMP-023,0.0,456000.0,Hoàn thành
DH000488,2026-07-15 04:55:51,CUST-0155,EMP-015,0.0,1652000.0,Hoàn thành
DH000489,2026-04-26 02:08:57,CUST-0007,EMP-009,0.0,802000.0,Hoàn thành
DH000490,2026-04-09 04:13:32,CUST-0315,EMP-022,368000.0,368000.0,Đang xử lý
DH000491,2026-04-22 21:34:50,CUST-0098,EMP-022,1448000.0,0.0,Đã hủy
DH000492,2026-06-02 15:01:42,CUST-0219,EMP-021,0.0,1190000.0,Hoàn thành
DH000493,2026-03-18 21:50:44,CUST-0213,EMP-008,0.0,1898000.0,Hoàn thành
DH000494,2026-07-21 23:17:40,CUST-0088,EMP-006,688000.0,688000.0,Đang xử lý
DH000495,2026-02-22 09:29:21,CUST-0278,EMP-003,0.0,1250000.0,Hoàn thành
DH000496,2026-02-25 11:37:33,CUST-0294,EMP-024,0.0,1088000.0,Hoàn thành
DH000497,2026-05-20 17:01:18,CUST-0022,EMP-005,620500.0,620500.0,Đang xử lý
DH000498,2026-04-25 19:50:45,CUST-0224,EMP-008,0.0,2454000.0,Hoàn thành
DH000499,2026-02-09 15:00:56,CUST-0221,EMP-013,805500.0,805500.0,Đang xử lý
DH000500,2026-06-15 10:13:55,CUST-0100,EMP-007,0.0,625000.0,Hoàn thành
