invoice_line_id,invoice_code,product_code,quantity,unit_price,line_discount_percent,line_discount_amount,line_total
345,HDIP000191,SKU-TEE-1003,1,244000.0,0.0,0.0,244000.0
346,HDIP000192,SKU-COO-1033,1,281000.0,10.0,28000.0,253000.0
347,HDIP000192,SKU-NOW-1099,3,356000.0,15.0,160000.0,908000.0
348,HDIP000192,SKU-BAD-1069,1,415000.0,0.0,0.0,415000.0
349,HDIP000193,SKU-TSU-1071,1,610000.0,15.0,92000.0,518000.0
350,HDIP000194,SKU-NOW-1085,1,210000.0,10.0,21000.0,189000.0
351,HDIP000195,SKU-TEE-1116,1,270000.0,15.0,40000.0,230000.0
352,HDIP000196,SKU-NOW-1078,1,415000.0,10.0,42000.0,373000.0
353,HDIP000196,SKU-NOW-1026,3,240000.0,0.0,0.0,720000.0
354,HDIP000197,SKU-NOW-1089,1,313000.0,0.0,0.0,313000.0
355,HDIP000197,SKU-DIR-1120,1,510000.0,0.0,0.0,510000.0
356,HDIP000197,SKU-TEE-1062,2,326000.0,15.0,98000.0,554000.0
357,HDIP000197,SKU-DKM-1043,1,592000.0,0.0,0.0,592000.0
358,HDIP000198,SKU-TEE-1059,1,177000.0,0.0,0.0,177000.0
359,HDIP000198,SKU-DKM-1038,1,228000.0,0.0,0.0,228000.0
360,HDIP000199,SKU-TSU-1015,1,292000.0,0.0,0.0,292000.0
361,HDIP000200,SKU-TEE-1115,1,227000.0,10.0,23000.0,204000.0
362,HDIP000201,SKU-NOW-1052,1,425000.0,5.0,21000.0,404000.0
363,HDIP000202,SKU-SWE-1103,1,683000.0,15.0,102000.0,581000.0
364,HDIP000202,SKU-TEE-1022,1,252000.0,0.0,0.0,252000.0
365,HDIP000203,SKU-BAD-1087,1,731000.0,0.0,0.0,731000.0
366,HDIP000203,SKU-BAD-1057,1,664000.0,15.0,100000.0,564000.0
367,HDIP000203,SKU-SWE-1024,2,753000.0,15.0,226000.0,1280000.0
368,HDIP000204,SKU-BAD-1057,1,664000.0,0.0,0.0,664000.0
369,HDIP000204,SKU-DIR-1006,1,416000.0,15.0,62000.0,354000.0
370,HDIP000204,SKU-NOW-1009,1,277000.0,15.0,42000.0,235000.0
371,HDIP000205,SKU-NOW-1089,1,313000.0,5.0,16000.0,297000.0
372,HDIP000205,SKU-BAD-1090,1,475000.0,0.0,0.0,475000.0
373,HDIP000206,SKU-DIR-1106,1,353000.0,10.0,35000.0,318000.0
374,HDIP000207,SKU-TEE-1112,1,339000.0,0.0,0.0,339000.0
375,HDIP000207,SKU-TEE-1022,1,252000.0,0.0,0.0,252000.0
376,HDIP000207,SKU-TEE-1010,1,240000.0,0.0,0.0,240000.0
377,HDIP000208,SKU-BAD-1057,2,664000.0,5.0,66000.0,1262000.0
378,HDIP000209,SKU-TSU-1096,1,405000.0,10.0,40000.0,365000.0
379,HDIP000209,SKU-DKM-1084,1,625000.0,0.0,0.0,625000.0
380,HDIP000209,SKU-TEE-1003,1,244000.0,10.0,24000.0,220000.0
381,HDIP000209,SKU-DIR-1014,1,715000.0,10.0,72000.0,643000.0
382,HDIP000209,SKU-NOW-1052,1,425000.0,15.0,64000.0,361000.0
383,HDIP000210,SKU-DIR-1109,1,341000.0,10.0,34000.0,307000.0
384,HDIP000210,SKU-TEE-1059,1,177000.0,15.0,27000.0,150000.0
385,HDIP000210,SKU-DKM-1043,1,592000.0,15.0,89000.0,503000.0
386,HDIP000211,SKU-SWE-1046,2,566000.0,0.0,0.0,1132000.0
387,HDIP000212,SKU-TEE-1022,1,252000.0,15.0,38000.0,214000.0
388,HDIP000213,SKU-DIR-1120,2,510000.0,0.0,0.0,1020000.0
389,HDIP000214,SKU-DIR-1006,2,416000.0,10.0,83000.0,749000.0
390,HDIP000214,SKU-DIR-1119,1,693000.0,5.0,35000.0,658000.0
391,HDIP000214,SKU-DIR-1082,1,382000.0,10.0,38000.0,344000.0
392,HDIP000215,SKU-COO-1056,1,275000.0,10.0,28000.0,247000.0
393,HDIP000215,SKU-DIR-1108,1,400000.0,0.0,0.0,400000.0
394,HDIP000216,SKU-SWE-1077,1,418000.0,0.0,0.0,418000.0
395,HDIP000217,SKU-DIR-1044,3,443000.0,5.0,66000.0,1263000.0
396,HDIP000218,SKU-TSU-1071,1,610000.0,10.0,61000.0,549000.0
397,HDIP000218,SKU-BAD-1111,1,611000.0,0.0,0.0,611000.0
398,HDIP000218,SKU-COO-1041,1,371000.0,15.0,56000.0,315000.0
399,HDIP000219,SKU-DKM-1084,1,625000.0,15.0,94000.0,531000.0
400,HDIP000219,SKU-BAD-1023,1,751000.0,0.0,0.0,751000.0
401,HDIP000219,SKU-DIR-1065,1,426000.0,10.0,43000.0,383000.0
402,HDIP000219,SKU-SWE-1070,1,718000.0,15.0,108000.0,610000.0
403,HDIP000219,SKU-NOW-1089,1,313000.0,15.0,47000.0,266000.0
404,HDIP000220,SKU-DIR-1004,1,419000.0,15.0,63000.0,356000.0
405,HDIP000220,SKU-TEE-1049,1,226000.0,0.0,0.0,226000.0
406,HDIP000221,SKU-NOW-1089,1,313000.0,10.0,31000.0,282000.0
407,HDIP000221,SKU-SWE-1101,1,757000.0,5.0,38000.0,719000.0
408,HDIP000221,SKU-DKM-1038,1,228000.0,15.0,34000.0,194000.0
409,HDIP000222,SKU-SWE-1101,1,757000.0,15.0,114000.0,643000.0
410,HDIP000223,SKU-SWE-1101,3,757000.0,0.0,0.0,2271000.0
411,HDIP000224,SKU-NOW-1100,2,229000.0,0.0,0.0,458000.0
412,HDIP000224,SKU-BAD-1111,2,611000.0,15.0,183000.0,1039000.0
413,HDIP000225,SKU-NOW-1025,1,438000.0,15.0,66000.0,372000.0
414,HDIP000225,SKU-DKM-1038,1,228000.0,0.0,0.0,228000.0
415,HDIP000225,SKU-BAD-1058,1,430000.0,0.0,0.0,430000.0
416,HDIP000226,SKU-THE-1075,2,503000.0,0.0,0.0,1006000.0
417,HDIP000227,SKU-SWE-1042,1,535000.0,15.0,80000.0,455000.0
418,HDIP000228,SKU-DKM-1091,1,657000.0,0.0,0.0,657000.0
419,HDIP000229,SKU-BAD-1069,1,415000.0,0.0,0.0,415000.0
420,HDIP000230,SKU-DIR-1028,3,536000.0,10.0,161000.0,1447000.0
421,HDIP000231,SKU-DKM-1045,1,524000.0,15.0,79000.0,445000.0
422,HDIP000232,SKU-DKM-1102,2,454000.0,5.0,45000.0,863000.0
423,HDIP000233,SKU-DIR-1106,2,353000.0,5.0,35000.0,671000.0
424,HDIP000233,SKU-NOW-1099,1,356000.0,0.0,0.0,356000.0
425,HDIP000233,SKU-TSU-1048,2,485000.0,0.0,0.0,970000.0
426,HDIP000233,SKU-TEE-1066,1,230000.0,0.0,0.0,230000.0
427,HDIP000234,SKU-TEE-1027,1,339000.0,0.0,0.0,339000.0
428,HDIP000234,SKU-COO-1086,2,365000.0,5.0,36000.0,694000.0
429,HDIP000235,SKU-TEE-1010,1,240000.0,0.0,0.0,240000.0
430,HDIP000235,SKU-TSU-1096,1,405000.0,0.0,0.0,405000.0
431,HDIP000236,SKU-TSU-1072,2,352000.0,0.0,0.0,704000.0
432,HDIP000236,SKU-TEE-1010,1,240000.0,5.0,12000.0,228000.0
433,HDIP000236,SKU-BAD-1074,1,487000.0,5.0,24000.0,463000.0
434,HDIP000237,SKU-COO-1083,1,284000.0,15.0,43000.0,241000.0
435,HDIP000237,SKU-DIR-1093,1,544000.0,15.0,82000.0,462000.0
436,HDIP000238,SKU-TEE-1088,1,274000.0,0.0,0.0,274000.0
437,HDIP000239,SKU-NOW-1085,1,210000.0,0.0,0.0,210000.0
438,HDIP000240,SKU-SWE-1019,2,423000.0,15.0,127000.0,719000.0
439,HDIP000240,SKU-TEE-1039,1,301000.0,0.0,0.0,301000.0
440,HDIP000240,SKU-BAD-1087,1,731000.0,10.0,73000.0,658000.0
441,HDIP000240,SKU-SWE-1114,1,615000.0,0.0,0.0,615000.0
442,HDIP000241,SKU-TSU-1096,1,405000.0,15.0,61000.0,344000.0
443,HDIP000242,SKU-THE-1029,1,475000.0,0.0,0.0,475000.0
444,HDIP000243,SKU-DIR-1120,1,510000.0,0.0,0.0,510000.0
445,HDIP000243,SKU-TSU-1071,1,610000.0,0.0,0.0,610000.0
446,HDIP000243,SKU-DIR-1060,1,655000.0,0.0,0.0,655000.0
447,HDIP000244,SKU-TEE-1031,1,290000.0,0.0,0.0,290000.0
448,HDIP000244,SKU-THE-1013,2,387000.0,0.0,0.0,774000.0
449,HDIP000245,SKU-TEE-1020,1,190000.0,0.0,0.0,190000.0
450,HDIP000245,SKU-NOW-1073,3,216000.0,0.0,0.0,648000.0
451,HDIP000246,SKU-DIR-1047,1,320000.0,15.0,48000.0,272000.0
452,HDIP000247,SKU-THE-1063,1,472000.0,10.0,47000.0,425000.0
453,HDIP000247,SKU-TSU-1071,1,610000.0,0.0,0.0,610000.0
454,HDIP000247,SKU-DIR-1014,2,715000.0,0.0,0.0,1430000.0
455,HDIP000248,SKU-TEE-1115,2,227000.0,15.0,68000.0,386000.0
456,HDIP000248,SKU-TEE-1003,1,244000.0,10.0,24000.0,220000.0
457,HDIP000249,SKU-TSU-1071,3,610000.0,5.0,92000.0,1738000.0
458,HDIP000249,SKU-TSU-1034,1,385000.0,0.0,0.0,385000.0
459,HDIP000249,SKU-SWE-1070,1,718000.0,0.0,0.0,718000.0
460,HDIP000249,SKU-TEE-1115,2,227000.0,10.0,45000.0,409000.0
461,HDIP000250,SKU-DIR-1065,1,426000.0,0.0,0.0,426000.0
462,HDIP000251,SKU-BAD-1023,1,751000.0,10.0,75000.0,676000.0
463,HDIP000252,SKU-NOW-1098,1,393000.0,0.0,0.0,393000.0
464,HDIP000253,SKU-DKM-1102,1,454000.0,5.0,23000.0,431000.0
465,HDIP000253,SKU-DIR-1047,2,320000.0,0.0,0.0,640000.0
466,HDIP000254,SKU-TSU-1034,1,385000.0,5.0,19000.0,366000.0
467,HDIP000254,SKU-THE-1075,1,503000.0,0.0,0.0,503000.0
468,HDIP000254,SKU-SWE-1070,1,718000.0,0.0,0.0,718000.0
469,HDIP000255,SKU-TEE-1112,1,339000.0,5.0,17000.0,322000.0
470,HDIP000256,SKU-TEE-1010,1,240000.0,0.0,0.0,240000.0
471,HDIP000257,SKU-BAD-1105,1,403000.0,5.0,20000.0,383000.0
472,HDIP000257,SKU-TEE-1016,2,220000.0,15.0,66000.0,374000.0
473,HDIP000258,SKU-COO-1021,1,112000.0,5.0,6000.0,106000.0
474,HDIP000259,SKU-TEE-1066,1,230000.0,10.0,23000.0,207000.0
475,HDIP000260,SKU-NOW-1052,3,425000.0,15.0,191000.0,1084000.0
476,HDIP000260,SKU-SWE-1077,1,418000.0,15.0,63000.0,355000.0
477,HDIP000261,SKU-DKM-1061,1,205000.0,0.0,0.0,205000.0
478,HDIP000261,SKU-TEE-1112,2,339000.0,10.0,68000.0,610000.0
479,HDIP000262,SKU-TEE-1088,1,274000.0,5.0,14000.0,260000.0
480,HDIP000263,SKU-DIR-1014,1,715000.0,10.0,72000.0,643000.0
481,HDIP000264,SKU-TEE-1116,1,270000.0,0.0,0.0,270000.0
482,HDIP000265,SKU-COO-1017,1,85000.0,0.0,0.0,85000.0
483,HDIP000265,SKU-TEE-1116,2,270000.0,15.0,81000.0,459000.0
484,HDIP000266,SKU-BAD-1090,1,475000.0,5.0,24000.0,451000.0
485,HDIP000266,SKU-THE-1068,1,496000.0,5.0,25000.0,471000.0
486,HDIP000266,SKU-BAD-1055,1,472000.0,15.0,71000.0,401000.0
487,HDIP000267,SKU-TSU-1030,2,306000.0,0.0,0.0,612000.0
488,HDIP000267,SKU-DIR-1117,1,397000.0,10.0,40000.0,357000.0
489,HDIP000268,SKU-TEE-1016,1,220000.0,15.0,33000.0,187000.0
490,HDIP000268,SKU-TSU-1067,1,608000.0,0.0,0.0,608000.0
491,HDIP000269,SKU-COO-1033,2,281000.0,5.0,28000.0,534000.0
492,HDIP000269,SKU-TSU-1034,1,385000.0,10.0,38000.0,347000.0
493,HDIP000270,SKU-TSU-1072,1,352000.0,10.0,35000.0,317000.0
494,HDIP000270,SKU-TEE-1062,1,326000.0,0.0,0.0,326000.0
495,HDIP000271,SKU-TSU-1110,1,633000.0,15.0,95000.0,538000.0
496,HDIP000271,SKU-BAD-1111,1,611000.0,15.0,92000.0,519000.0
497,HDIP000272,SKU-SWE-1103,1,683000.0,15.0,102000.0,581000.0
498,HDIP000272,SKU-TSU-1071,1,610000.0,5.0,30000.0,580000.0
499,HDIP000272,SKU-COO-1079,3,368000.0,0.0,0.0,1104000.0
500,HDIP000273,SKU-TSU-1034,1,385000.0,0.0,0.0,385000.0
501,HDIP000274,SKU-TSU-1067,1,608000.0,10.0,61000.0,547000.0
502,HDIP000274,SKU-COO-1037,1,132000.0,0.0,0.0,132000.0
503,HDIP000275,SKU-DIR-1120,1,510000.0,0.0,0.0,510000.0
504,HDIP000275,SKU-SWE-1103,1,683000.0,10.0,68000.0,615000.0
505,HDIP000275,SKU-TSU-1067,1,608000.0,0.0,0.0,608000.0
506,HDIP000276,SKU-BAD-1001,3,447000.0,0.0,0.0,1341000.0
507,HDIP000277,SKU-NOW-1026,1,240000.0,15.0,36000.0,204000.0
508,HDIP000278,SKU-BAD-1105,1,403000.0,10.0,40000.0,363000.0
509,HDIP000279,SKU-THE-1053,1,675000.0,10.0,68000.0,607000.0
510,HDIP000280,SKU-COO-1033,2,281000.0,10.0,56000.0,506000.0
511,HDIP000280,SKU-DIR-1113,1,595000.0,5.0,30000.0,565000.0
512,HDIP000280,SKU-BAD-1069,3,415000.0,10.0,124000.0,1121000.0
513,HDIP000281,SKU-TEE-1115,2,227000.0,5.0,23000.0,431000.0
514,HDIP000281,SKU-THE-1076,1,352000.0,0.0,0.0,352000.0
515,HDIP000282,SKU-THE-1053,1,675000.0,15.0,101000.0,574000.0
516,HDIP000282,SKU-SWE-1046,2,566000.0,0.0,0.0,1132000.0
517,HDIP000282,SKU-TSU-1067,1,608000.0,5.0,30000.0,578000.0
518,HDIP000283,SKU-BAD-1023,1,751000.0,0.0,0.0,751000.0
519,HDIP000283,SKU-DKM-1061,2,205000.0,0.0,0.0,410000.0
520,HDIP000284,SKU-TEE-1031,1,290000.0,0.0,0.0,290000.0
521,HDIP000284,SKU-DIR-1095,1,388000.0,0.0,0.0,388000.0
522,HDIP000285,SKU-SWE-1011,1,375000.0,15.0,56000.0,319000.0
523,HDIP000286,SKU-TSU-1048,1,485000.0,10.0,48000.0,437000.0
524,HDIP000286,SKU-DKM-1080,2,498000.0,5.0,50000.0,946000.0
525,HDIP000286,SKU-COO-1041,1,371000.0,10.0,37000.0,334000.0
526,HDIP000287,SKU-SWE-1103,1,683000.0,10.0,68000.0,615000.0
527,HDIP000288,SKU-TEE-1016,1,220000.0,0.0,0.0,220000.0
528,HDIP000288,SKU-BAD-1090,1,475000.0,0.0,0.0,475000.0
529,HDIP000289,SKU-COO-1079,2,368000.0,0.0,0.0,736000.0
530,HDIP000290,SKU-DIR-1044,1,443000.0,5.0,22000.0,421000.0
531,HDIP000290,SKU-DIR-1047,1,320000.0,0.0,0.0,320000.0
532,HDIP000290,SKU-SWE-1024,1,753000.0,5.0,38000.0,715000.0
533,HDIP000290,SKU-BAD-1064,1,515000.0,0.0,0.0,515000.0
534,HDIP000291,SKU-DIR-1093,1,544000.0,5.0,27000.0,517000.0
535,HDIP000291,SKU-DIR-1035,2,555000.0,0.0,0.0,1110000.0
536,HDIP000291,SKU-SWE-1103,1,683000.0,15.0,102000.0,581000.0
537,HDIP000292,SKU-BAD-1018,3,494000.0,15.0,222000.0,1260000.0
538,HDIP000293,SKU-TSU-1072,2,352000.0,0.0,0.0,704000.0
539,HDIP000294,SKU-COO-1033,1,281000.0,15.0,42000.0,239000.0
540,HDIP000295,SKU-TSU-1072,1,352000.0,0.0,0.0,352000.0
541,HDIP000296,SKU-NOW-1078,1,415000.0,15.0,62000.0,353000.0
542,HDIP000296,SKU-NOW-1026,1,240000.0,0.0,0.0,240000.0
543,HDIP000296,SKU-BAD-1074,1,487000.0,15.0,73000.0,414000.0
544,HDIP000297,SKU-COO-1037,1,132000.0,0.0,0.0,132000.0
545,HDIP000298,SKU-BAD-1074,2,487000.0,0.0,0.0,974000.0
546,HDIP000298,SKU-NOW-1052,1,425000.0,0.0,0.0,425000.0
547,HDIP000299,SKU-NOW-1078,1,415000.0,5.0,21000.0,394000.0
548,HDIP000299,SKU-COO-1083,1,284000.0,0.0,0.0,284000.0
549,HDIP000300,SKU-TEE-1003,1,244000.0,0.0,0.0,244000.0
550,HDIP000301,SKU-TEE-1051,1,201000.0,0.0,0.0,201000.0
551,HDIP000302,SKU-SWE-1011,1,375000.0,0.0,0.0,375000.0
552,HDIP000302,SKU-DIR-1014,1,715000.0,5.0,36000.0,679000.0
553,HDIP000303,SKU-COO-1017,2,85000.0,0.0,0.0,170000.0
554,HDIP000303,SKU-THE-1068,1,496000.0,0.0,0.0,496000.0
555,HDIP000304,SKU-BAD-1018,1,494000.0,10.0,49000.0,445000.0
556,HDIP000304,SKU-BAD-1090,1,475000.0,15.0,71000.0,404000.0
557,HDIP000305,SKU-TEE-1062,1,326000.0,0.0,0.0,326000.0
558,HDIP000305,SKU-SWE-1070,1,718000.0,0.0,0.0,718000.0
559,HDIP000305,SKU-TSU-1030,1,306000.0,0.0,0.0,306000.0
560,HDIP000305,SKU-DIR-1104,1,605000.0,0.0,0.0,605000.0
561,HDIP000306,SKU-THE-1063,1,472000.0,0.0,0.0,472000.0
562,HDIP000306,SKU-BAD-1097,1,438000.0,0.0,0.0,438000.0
563,HDIP000307,SKU-DIR-1113,1,595000.0,5.0,30000.0,565000.0
564,HDIP000308,SKU-THE-1029,1,475000.0,0.0,0.0,475000.0
565,HDIP000308,SKU-TSU-1034,1,385000.0,10.0,38000.0,347000.0
566,HDIP000308,SKU-SWE-1011,2,375000.0,15.0,112000.0,638000.0
567,HDIP000309,SKU-TSU-1110,1,633000.0,0.0,0.0,633000.0
568,HDIP000310,SKU-DKM-1080,1,498000.0,0.0,0.0,498000.0
569,HDIP000311,SKU-DIR-1014,1,715000.0,0.0,0.0,715000.0
570,HDIP000312,SKU-BAD-1064,1,515000.0,5.0,26000.0,489000.0
571,HDIP000313,SKU-DIR-1108,1,400000.0,0.0,0.0,400000.0
572,HDIP000314,SKU-SWE-1024,2,753000.0,0.0,0.0,1506000.0
573,HDIP000314,SKU-NOW-1025,2,438000.0,0.0,0.0,876000.0
574,HDIP000315,SKU-BAD-1057,3,664000.0,0.0,0.0,1992000.0
575,HDIP000315,SKU-TEE-1032,1,278000.0,0.0,0.0,278000.0
576,HDIP000315,SKU-DIR-1095,1,388000.0,0.0,0.0,388000.0
577,HDIP000316,SKU-NOW-1094,1,308000.0,10.0,31000.0,277000.0
578,HDIP000317,SKU-SWE-1114,1,615000.0,15.0,92000.0,523000.0
579,HDIP000318,SKU-TEE-1022,1,252000.0,10.0,25000.0,227000.0
580,HDIP000319,SKU-THE-1075,1,503000.0,0.0,0.0,503000.0
581,HDIP000319,SKU-SWE-1101,1,757000.0,0.0,0.0,757000.0
582,HDIP000319,SKU-NOW-1089,1,313000.0,5.0,16000.0,297000.0
583,HDIP000319,SKU-DKM-1061,1,205000.0,10.0,20000.0,185000.0
584,HDIP000320,SKU-TEE-1020,1,190000.0,0.0,0.0,190000.0
585,HDIP000321,SKU-BAD-1057,1,664000.0,5.0,33000.0,631000.0
586,HDIP000321,SKU-NOW-1094,1,308000.0,0.0,0.0,308000.0
587,HDIP000321,SKU-NOW-1025,1,438000.0,0.0,0.0,438000.0
588,HDIP000322,SKU-THE-1063,1,472000.0,10.0,47000.0,425000.0
589,HDIP000322,SKU-NOW-1025,1,438000.0,15.0,66000.0,372000.0
590,HDIP000323,SKU-TEE-1020,1,190000.0,0.0,0.0,190000.0
591,HDIP000324,SKU-SWE-1114,1,615000.0,0.0,0.0,615000.0
592,HDIP000324,SKU-TEE-1003,1,244000.0,0.0,0.0,244000.0
593,HDIP000325,SKU-TEE-1088,1,274000.0,10.0,27000.0,247000.0
594,HDIP000326,SKU-TSU-1015,1,292000.0,0.0,0.0,292000.0
595,HDIP000326,SKU-THE-1013,1,387000.0,0.0,0.0,387000.0
596,HDIP000327,SKU-TEE-1005,1,133000.0,5.0,7000.0,126000.0
597,HDIP000328,SKU-THE-1029,1,475000.0,0.0,0.0,475000.0
598,HDIP000329,SKU-DIR-1082,1,382000.0,15.0,57000.0,325000.0
599,HDIP000329,SKU-DIR-1008,2,432000.0,5.0,43000.0,821000.0
600,HDIP000330,SKU-NOW-1094,2,308000.0,0.0,0.0,616000.0
601,HDIP000330,SKU-TEE-1010,2,240000.0,10.0,48000.0,432000.0
602,HDIP000331,SKU-THE-1068,1,496000.0,10.0,50000.0,446000.0
603,HDIP000332,SKU-NOW-1099,1,356000.0,15.0,53000.0,303000.0
604,HDIP000332,SKU-DIR-1082,1,382000.0,15.0,57000.0,325000.0
605,HDIP000333,SKU-NOW-1085,1,210000.0,10.0,21000.0,189000.0
606,HDIP000333,SKU-COO-1021,1,112000.0,0.0,0.0,112000.0
607,HDIP000334,SKU-COO-1056,1,275000.0,0.0,0.0,275000.0
608,HDIP000334,SKU-DIR-1106,1,353000.0,0.0,0.0,353000.0
609,HDIP000334,SKU-DIR-1093,1,544000.0,10.0,54000.0,490000.0
610,HDIP000335,SKU-TEE-1005,3,133000.0,10.0,40000.0,359000.0
611,HDIP000336,SKU-THE-1029,1,475000.0,0.0,0.0,475000.0
612,HDIP000337,SKU-TEE-1066,1,230000.0,0.0,0.0,230000.0
613,HDIP000337,SKU-TSU-1072,1,352000.0,0.0,0.0,352000.0
614,HDIP000337,SKU-BAD-1074,1,487000.0,0.0,0.0,487000.0
615,HDIP000337,SKU-DIR-1119,1,693000.0,10.0,69000.0,624000.0
616,HDIP000338,SKU-NOW-1073,1,216000.0,0.0,0.0,216000.0
617,HDIP000338,SKU-THE-1118,1,434000.0,5.0,22000.0,412000.0
618,HDIP000339,SKU-TEE-1039,1,301000.0,10.0,30000.0,271000.0
619,HDIP000339,SKU-TEE-1005,1,133000.0,0.0,0.0,133000.0
620,HDIP000340,SKU-TEE-1016,1,220000.0,10.0,22000.0,198000.0
621,HDIP000340,SKU-TEE-1112,2,339000.0,15.0,102000.0,576000.0
622,HDIP000340,SKU-NOW-1099,1,356000.0,5.0,18000.0,338000.0
623,HDIP000340,SKU-TSU-1030,1,306000.0,10.0,31000.0,275000.0
624,HDIP000341,SKU-BAD-1090,1,475000.0,0.0,0.0,475000.0
625,HDIP000342,SKU-DKM-1038,1,228000.0,0.0,0.0,228000.0
626,HDIP000343,SKU-TSU-1034,1,385000.0,5.0,19000.0,366000.0
627,HDIP000343,SKU-SWE-1011,1,375000.0,0.0,0.0,375000.0
628,HDIP000344,SKU-BAD-1074,1,487000.0,10.0,49000.0,438000.0
629,HDIP000345,SKU-SWE-1042,1,535000.0,0.0,0.0,535000.0
630,HDIP000345,SKU-TEE-1088,1,274000.0,5.0,14000.0,260000.0
631,HDIP000345,SKU-DIR-1119,1,693000.0,0.0,0.0,693000.0
632,HDIP000346,SKU-TEE-1022,2,252000.0,5.0,25000.0,479000.0
633,HDIP000346,SKU-DKM-1045,1,524000.0,5.0,26000.0,498000.0
634,HDIP000346,SKU-COO-1079,1,368000.0,0.0,0.0,368000.0
635,HDIP000347,SKU-DIR-1007,1,631000.0,10.0,63000.0,568000.0
636,HDIP000348,SKU-DKM-1061,1,205000.0,0.0,0.0,205000.0
637,HDIP000349,SKU-DKM-1080,3,498000.0,15.0,224000.0,1270000.0
638,HDIP000349,SKU-NOW-1094,1,308000.0,0.0,0.0,308000.0
639,HDIP000350,SKU-DIR-1008,1,432000.0,15.0,65000.0,367000.0
640,HDIP000351,SKU-NOW-1085,1,210000.0,15.0,32000.0,178000.0
641,HDIP000352,SKU-TEE-1049,1,226000.0,15.0,34000.0,192000.0
642,HDIP000353,SKU-DIR-1065,3,426000.0,10.0,128000.0,1150000.0
643,HDIP000354,SKU-TEE-1051,1,201000.0,0.0,0.0,201000.0
644,HDIP000355,SKU-DIR-1065,1,426000.0,0.0,0.0,426000.0
645,HDIP000356,SKU-TEE-1036,2,296000.0,15.0,89000.0,503000.0
646,HDIP000356,SKU-THE-1029,1,475000.0,15.0,71000.0,404000.0
647,HDIP000356,SKU-TEE-1020,1,190000.0,15.0,28000.0,162000.0
648,HDIP000356,SKU-DIR-1044,1,443000.0,15.0,66000.0,377000.0
649,HDIP000357,SKU-TEE-1040,2,172000.0,0.0,0.0,344000.0
650,HDIP000358,SKU-TEE-1088,1,274000.0,0.0,0.0,274000.0
651,HDIP000358,SKU-SWE-1103,1,683000.0,15.0,102000.0,581000.0
652,HDIP000359,SKU-TSU-1072,1,352000.0,15.0,53000.0,299000.0
653,HDIP000360,SKU-DIR-1113,1,595000.0,15.0,89000.0,506000.0
654,HDIP000360,SKU-THE-1053,2,675000.0,0.0,0.0,1350000.0
655,HDIP000360,SKU-TEE-1039,1,301000.0,0.0,0.0,301000.0
656,HDIP000361,SKU-COO-1079,1,368000.0,0.0,0.0,368000.0
657,HDIP000361,SKU-TSU-1030,1,306000.0,0.0,0.0,306000.0
658,HDIP000362,SKU-NOW-1078,1,415000.0,0.0,0.0,415000.0
659,HDIP000362,SKU-DKM-1061,1,205000.0,5.0,10000.0,195000.0
660,HDIP000363,SKU-THE-1053,1,675000.0,0.0,0.0,675000.0
661,HDIP000364,SKU-NOW-1009,3,277000.0,5.0,42000.0,789000.0
662,HDIP000364,SKU-BAD-1023,2,751000.0,5.0,75000.0,1427000.0
663,HDIP000364,SKU-DIR-1119,1,693000.0,5.0,35000.0,658000.0
664,HDIP000365,SKU-TEE-1051,2,201000.0,10.0,40000.0,362000.0
665,HDIP000365,SKU-COO-1079,1,368000.0,10.0,37000.0,331000.0
666,HDIP000366,SKU-DIR-1106,1,353000.0,0.0,0.0,353000.0
667,HDIP000366,SKU-DIR-1113,1,595000.0,5.0,30000.0,565000.0
668,HDIP000367,SKU-BAD-1057,1,664000.0,0.0,0.0,664000.0
669,HDIP000368,SKU-DIR-1007,1,631000.0,0.0,0.0,631000.0
670,HDIP000368,SKU-NOW-1089,1,313000.0,15.0,47000.0,266000.0
671,HDIP000369,SKU-THE-1075,2,503000.0,15.0,151000.0,855000.0
672,HDIP000370,SKU-BAD-1023,1,751000.0,15.0,113000.0,638000.0
673,HDIP000370,SKU-TEE-1059,2,177000.0,5.0,18000.0,336000.0
674,HDIP000371,SKU-TEE-1016,1,220000.0,5.0,11000.0,209000.0
675,HDIP000371,SKU-NOW-1012,1,355000.0,0.0,0.0,355000.0
676,HDIP000372,SKU-TEE-1049,1,226000.0,0.0,0.0,226000.0
677,HDIP000373,SKU-SWE-1019,1,423000.0,15.0,63000.0,360000.0
678,HDIP000374,SKU-SWE-1024,1,753000.0,0.0,0.0,753000.0
679,HDIP000375,SKU-TSU-1110,1,633000.0,0.0,0.0,633000.0
680,HDIP000375,SKU-BAD-1064,1,515000.0,5.0,26000.0,489000.0
681,HDIP000376,SKU-BAD-1057,1,664000.0,0.0,0.0,664000.0
682,HDIP000376,SKU-SWE-1011,1,375000.0,10.0,38000.0,337000.0
683,HDIP000377,SKU-SWE-1019,1,423000.0,0.0,0.0,423000.0
684,HDIP000378,SKU-NOW-1012,1,355000.0,5.0,18000.0,337000.0
685,HDIP000379,SKU-TSU-1096,1,405000.0,0.0,0.0,405000.0
686,HDIP000379,SKU-THE-1075,1,503000.0,5.0,25000.0,478000.0
687,HDIP000379,SKU-DIR-1047,2,320000.0,5.0,32000.0,608000.0
688,HDIP000379,SKU-DIR-1120,2,510000.0,0.0,0.0,1020000.0
